1446683127 0 814 0
1446683879 14 814 0
1446683889 14 85945 0
1446684268 21 85945 0
1446685170 39 85945 0
1446685409 39 85945 0
1446685723 39 85945 0
1446689561 129 85945 0
1446695800 129 87120 0
1446695946 202 87120 0
1446696075 202 87120 0
1446696094 202 87120 0
1446696162 204 87120 0
1446696449 204 87120 0
1446696551 206 87120 0
1446696633 208 87120 0
1446698880 233 87120 0
1446753547 383 87120 0
1446766443 22686 87120 0
1446838434 22790 87120 0
1446858168 22790 87155 0
1446859346 22790 87294 0
1446861153 22840 87294 0
1446861809 22840 87324 0
1446861817 22840 87324 0
1446863484 22840 87328 0
1446864519 22840 87329 0
1446865075 22840 87345 0
1446866296 22877 87345 0
1446866925 22877 87397 0
1446867035 22877 87397 0
1446867248 22877 87398 0
1446869488 22920 87398 0
1446869773 22929 87398 0
1446869890 22929 87407 0
1446869898 22929 87407 0
1446918019 23019 87407 0
1446941898 23110 87407 0
1446945665 23110 87445 0
1446945757 23123 87445 0
1446945764 23123 87445 0
1446946617 23193 87445 0
1446947511 23205 87445 0
1446947856 23205 87466 0
1446947860 23205 87466 0
1446949541 23205 87475 0
1446949992 23210 87475 0
1446950526 23398 87475 0
1446953026 23398 87506 0
1446953242 23412 87506 0
1446953781 23412 87506 0
1446954428 23466 87506 0
1446955737 23466 87551 0
1446956395 23466 87555 0
1447000258 23491 87555 0
1447119260 23491 87556 0
1447119263 23491 87556 0
1447121222 23498 87556 0
1447121274 23498 87556 0
1447121960 23498 87560 0
1447121997 23505 87560 0
1447122359 23510 87560 0
1447122945 23510 87573 0
1447122970 23521 87573 0
1447123002 23521 87573 0
1447123284 23523 87573 0
1447124511 23523 87584 0
1447124994 23523 87602 0
1447126797 23523 87611 0
1447127876 23523 87614 0
1447128172 23523 87614 28
1447129331 23574 87614 28
1447129348 23574 87614 28
1447129366 23574 87614 28
1447129371 23574 87614 28
1447129551 23574 87615 28
1447129618 23574 87615 28
1447129747 23576 87615 28
1447129754 23576 87615 28
1447129758 23576 87615 93
1447129792 23576 87615 93
1447129939 23576 87615 96
1447130282 23576 87618 96
1447130290 23576 87618 96
1447130360 23637 87618 96
1447130366 23637 87618 96
1447130529 23643 87618 96
1447130659 23643 87618 96
1447130996 23676 87618 96
1447178262 23692 87618 96
1447202605 23696 87618 96
1447202911 23698 87618 96
1447214809 23738 87618 96
1447216299 23740 87618 96
1447358064 23771 87618 96
1447359616 23801 87618 96
1447364741 23931 87618 96
1447554157 23938 87618 96
1447633572 24143 87618 96
1447695266 24234 87618 96
1448205571 24363 87618 96
