1446683127 0 1 0
1446683879 1 1 0
1446683889 1 2 0
1446684268 2 2 0
1446685170 3 2 0
1446685409 3 3 0
1446685723 4 3 0
1446689561 5 3 0
1446695800 5 4 0
1446695946 6 4 0
1446696075 6 5 0
1446696094 6 6 0
1446696162 7 6 0
1446696449 8 6 0
1446696551 9 6 0
1446696633 10 6 0
1446698880 11 6 0
1446753547 12 6 0
1446766443 13 6 0
1446838434 14 6 0
1446858168 14 7 0
1446859346 14 8 0
1446861153 15 8 0
1446861809 15 9 0
1446861817 15 10 0
1446863484 15 11 0
1446864519 15 12 0
1446865075 15 13 0
1446866296 16 13 0
1446866925 16 14 0
1446867035 16 15 0
1446867248 16 16 0
1446869488 17 16 0
1446869773 18 16 0
1446869890 18 17 0
1446869898 18 18 0
1446918019 19 18 0
1446941898 20 18 0
1446945665 20 19 0
1446945757 21 19 0
1446945764 22 19 0
1446946617 23 19 0
1446947511 24 19 0
1446947856 24 20 0
1446947860 24 21 0
1446949541 24 22 0
1446949992 25 22 0
1446950526 26 22 0
1446953026 26 23 0
1446953242 27 23 0
1446953781 27 24 0
1446954428 28 24 0
1446955737 28 25 0
1446956395 28 26 0
1447000258 29 26 0
1447119260 29 27 0
1447119263 29 28 0
1447121222 30 28 0
1447121274 31 28 0
1447121960 31 29 0
1447121997 32 30 0
1447122359 33 30 0
1447122945 33 31 0
1447122970 34 31 0
1447123002 35 31 0
1447123284 36 31 0
1447124511 36 32 0
1447124994 36 33 0
1447126797 36 34 0
1447127876 36 35 0
1447128172 36 35 1
1447129331 37 35 1
1447129348 38 35 1
1447129366 38 35 2
1447129371 38 35 3
1447129551 38 36 3
1447129618 38 36 4
1447129747 39 36 4
1447129754 40 36 4
1447129758 40 36 5
1447129792 40 36 6
1447129939 40 36 7
1447130282 40 37 7
1447130290 40 38 7
1447130360 41 38 7
1447130366 42 38 7
1447130529 43 38 7
1447130659 44 38 7
1447130996 45 38 7
1447178262 46 38 7
1447202605 47 38 7
1447202911 48 38 7
1447214809 49 38 7
1447216299 50 38 7
1447358064 51 38 7
1447359616 52 38 7
1447364741 53 38 7
1447554157 54 38 7
1447633572 55 38 7
1447695266 56 38 7
1448205571 57 38 7
1448209701 58 38 7
1448209833 59 38 7
1448212089 59 38 8
1448217097 60 38 8
1448217107 61 38 8
1448221889 61 39 8
1448224103 61 39 9
1448225065 61 40 9
1448225137 62 40 9
1448225147 63 40 9
1448225584 63 41 9
1448225836 64 41 9
1448225845 65 41 9
1448227840 65 42 9
1448227913 66 43 9
1448229329 66 44 9
