1340029107 1973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340031520 1996 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340071936 2020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340071963 2024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340072157 2026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340072232 2030 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340072254 2538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340078540 2545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340078596 2658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340108742 2672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340108975 2698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340119474 2698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340119775 2820 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340119798 2827 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340119875 2916 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340119911 2921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340119948 3211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340120644 3234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340121963 3234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340122021 3266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340122079 3282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340122665 3298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340130805 3310 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340130862 3317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340130947 3426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340140437 3583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340241277 3655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340281329 3658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340292220 3830 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340294086 3913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340294478 3956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340375004 4617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340493185 4626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340493226 4627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340493249 4651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340493323 5174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340493855 5212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340494623 5221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340503259 5224 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340503517 5248 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340503655 12862 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340546335 12876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340546501 12981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340554151 12994 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340555587 12996 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340555956 13000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340557438 13000 0 0 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340557450 13000 0 0 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340557627 13026 0 0 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340557643 13026 0 0 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340558344 13061 0 0 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340558392 13061 0 0 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340558399 13061 0 0 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340558629 13063 0 0 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340558878 13063 0 0 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340558971 13063 0 0 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340560716 13072 0 0 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340560729 13073 0 0 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340560753 13073 0 0 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340564047 13073 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340564053 13073 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340575901 13097 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340576111 13099 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340576134 13100 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340576152 13101 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340576189 13103 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340576298 13106 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340576376 13107 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340576425 13108 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340577263 13124 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340577276 13125 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340577773 13127 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340578105 13134 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340579317 13135 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340580113 13136 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340580433 13140 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340581426 13163 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340581482 13164 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340581758 13165 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340581932 13170 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340584775 13176 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340584815 13179 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340584827 13182 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340584871 13183 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340585968 13186 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340593540 13189 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340655753 13193 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340661455 13196 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340752326 13199 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340752339 13200 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340752378 13205 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340752427 13207 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340752453 13208 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340752465 13209 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340752508 13244 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340775003 13244 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340775038 13244 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340794010 13244 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340804653 13444 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340804666 13444 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340819947 13445 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340820191 13449 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340884081 13506 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
