1447009389 1 0 0 0
1447025157 2 0 0 0
1447031337 3 0 0 0
1447031630 4 0 0 0
1447201294 5 0 0 0
1447202542 6 0 0 0
1447216052 7 0 0 0
1447216110 8 0 0 0
1447217355 9 0 0 0
1447217457 10 0 0 0
1447218357 11 0 0 0
1447275197 12 0 0 0
1447302735 13 0 0 0
1447302898 14 0 0 0
1447304517 15 0 0 0
1447368177 15 0 1 0
1447369562 15 0 2 0
1447384412 16 0 2 0
1447384522 17 0 2 0
1447390478 18 0 2 0
1447390511 19 0 2 0
1447390906 20 0 2 0
1447391048 21 0 2 0
1447392342 22 0 2 0
1447392961 23 0 2 0
1447393551 24 0 2 0
1447394535 25 0 2 0
1447396001 26 0 2 0
1447396063 27 0 2 0
1447400815 28 0 2 0
1447427685 28 1 2 0
1447427839 28 2 2 0
1447434421 29 2 2 0
1447435069 30 2 2 0
1447686042 30 3 2 0
1447714476 30 3 2 1
1447715051 30 3 2 2
1447715745 30 4 2 2
1447715847 31 4 2 2
1447721207 32 4 2 2
1447721393 33 4 2 2
1447721461 34 4 2 2
1447801078 34 4 3 2
1447802475 35 4 3 2
1447803598 35 4 3 3
1447803939 36 4 3 3
1447804131 37 4 3 3
1447804719 37 4 3 4
1447804852 37 4 3 5
1447812102 37 4 3 6
1447867797 37 4 4 6
1447867918 37 4 5 6
1447887307 37 4 6 6
1447893575 38 4 6 6
1447896607 38 5 6 6
1447896755 39 5 6 6
1447896776 39 6 6 6
1447897728 40 6 6 6
1447902607 41 6 6 6
1447908517 41 7 6 6
1447908561 41 7 6 7
1447908615 41 7 6 8
1447908654 42 7 6 8
1447909046 42 8 6 8
1447909298 43 8 6 8
1447910454 44 8 6 8
1447910832 44 8 7 8
1447912516 45 8 7 8
1447912541 46 8 7 8
1447913834 47 8 7 8
1447914676 47 8 8 8
1447915507 48 8 8 8
1447916082 48 9 8 8
1447922454 49 9 8 8
1447922856 50 9 8 8
1447947342 50 9 9 8
1448041732 50 9 10 8
1448181268 51 9 10 8
1448183143 52 9 10 8
1448183471 53 9 10 8
1448384940 53 10 10 8
1448484436 53 11 10 8
1448489714 54 11 10 8
1448489733 55 11 10 8
1448490547 56 11 10 8
1448490781 57 11 10 8
1448511700 58 11 10 8
1448640992 58 12 10 8
1448641008 58 13 10 8
1448761134 59 13 10 8
1448909645 59 14 10 8
1448909676 59 15 10 8
1448930129 60 15 10 8
1448930795 61 15 10 8
1448931025 62 15 10 8
1448934730 63 15 10 8
1449011480 63 15 11 8
1449013583 64 15 11 8
1449013720 64 16 11 8
1449013829 64 17 11 8
1449014223 64 18 11 8
1449027110 65 18 11 8
1449030045 66 18 11 8
1449081527 66 19 11 8
1449081559 66 20 11 8
1449175785 66 21 11 8
1449176084 66 22 11 8
1449180248 66 22 12 8
1449180265 66 22 13 8
1449182940 66 23 13 8
1449184338 66 23 14 8
1449184406 66 24 14 8
1449184434 66 24 15 8
1449184475 66 25 15 8
1449184948 66 25 16 8
1449184979 66 26 16 8
1449185033 66 26 17 8
1449185308 66 27 17 8
1449186652 66 28 17 8
1449188269 66 28 18 8
1449199905 66 28 19 8
1449200136 66 28 20 8
1449245634 67 28 20 8
1449246464 68 28 20 8
1449249410 69 28 20 8
1449249611 70 28 20 8
