1447009389 72913 0 0 0
1447025157 80167 0 0 0
1447031337 82391 0 0 0
1447031630 82455 0 0 0
1447201294 82488 0 0 0
1447202542 82517 0 0 0
1447216052 82656 0 0 0
1447216110 82668 0 0 0
1447217355 82764 0 0 0
1447217457 82845 0 0 0
1447218357 82859 0 0 0
1447275197 82952 0 0 0
1447302735 83008 0 0 0
1447302898 83010 0 0 0
1447304517 83036 0 0 0
1447368177 83036 0 0 181
1447369562 83036 0 0 362
1447384412 83060 0 0 362
1447384522 83147 0 0 362
1447390478 83279 0 0 362
1447390511 83291 0 0 362
1447390906 83293 0 0 362
1447391048 83339 0 0 362
1447392342 83347 0 0 362
1447392961 83479 0 0 362
1447393551 83495 0 0 362
1447394535 83497 0 0 362
1447396001 83558 0 0 362
1447396063 83559 0 0 362
1447400815 83662 0 0 362
1447427685 83662 2 0 362
1447427839 83662 477 0 362
1447434421 83802 477 0 362
1447435069 83818 477 0 362
1447686042 83818 1294 0 362
1447714476 83818 1294 90751 362
1447715051 83818 1294 90751 362
1447715745 83818 1299 90751 362
1447715847 83822 1299 90751 362
1447721207 83956 1299 90751 362
1447721393 83963 1299 90751 362
1447721461 83966 1299 90751 362
1447801078 83966 1299 90751 545
1447802475 83968 1299 90751 545
1447803598 83968 1299 90764 545
1447803939 83997 1299 90764 545
1447804131 84007 1299 90764 545
1447804719 84007 1299 90765 545
1447804852 84007 1299 90765 545
1447812102 84007 1299 90766 545
1447867797 84007 1299 90766 590
1447867918 84007 1299 90766 590
1447887307 84007 1299 90766 594
1447893575 84027 1299 90766 594
1447896607 84027 1320 90766 594
1447896755 84033 1320 90766 594
1447896776 84033 1326 90766 594
1447897728 84051 1326 90766 594
1447902607 84055 1326 90766 594
1447908517 84055 1362 90766 594
1447908561 84055 1362 90773 594
1447908615 84055 1362 90773 594
1447908654 84055 1362 90773 594
1447909046 84055 1380 90773 594
1447909298 84055 1380 90773 594
1447910454 84057 1380 90773 594
1447910832 84057 1380 90773 599
1447912516 84091 1380 90773 599
1447912541 84091 1380 90773 599
1447913834 84105 1380 90773 599
1447914676 84105 1380 90773 605
1447915507 84111 1380 90773 605
1447916082 84111 1383 90773 605
