1446506113 0 0 0 0 583 0 0
1446512021 82 0 0 0 583 0 0
1446513096 87 0 0 0 583 0 0
1446513180 117 0 0 0 583 0 0
1446528295 250 0 0 0 583 0 0
1446540503 489 0 0 0 583 0 0
1446542234 536 0 0 0 583 0 0
1446544035 591 0 0 0 583 0 0
1446546591 598 0 0 0 583 0 0
1446546677 598 0 0 0 583 0 0
1446547126 805 0 0 0 583 0 0
1446547195 805 0 0 0 583 0 0
1446580516 807 0 0 0 583 0 0
1446581544 807 0 41 0 583 0 0
1446581576 807 0 53 0 583 0 0
1447026076 15363 0 53 0 583 0 0
1447030220 17158 0 53 0 583 0 0
1447030466 17160 0 53 0 583 0 0
1447030608 17160 0 53 0 583 0 0
1447038843 17315 0 53 0 583 0 0
1447039072 17315 0 53 0 583 0 0
1447085324 17315 112 53 0 583 0 0
1447085421 17315 112 53 0 583 0 0
1447108134 17315 155 53 0 583 0 0
1447112535 17315 157 53 0 583 0 0
1447113212 17322 157 53 0 583 0 0
1447113229 17322 162 53 0 583 0 0
1447113261 17322 162 53 0 583 0 0
1447113293 17322 162 53 0 583 0 0
1447133022 17436 162 53 0 583 0 0
1447133338 17436 162 53 0 583 0 0
1447134271 17436 268 53 0 583 0 0
1447134279 17436 268 53 0 583 0 0
1447180771 17511 268 53 0 583 0 0
1447181996 17511 339 53 0 583 0 0
1447183312 17511 339 53 0 583 0 0
1447196111 17549 339 53 0 583 0 0
1447196164 17549 339 53 0 583 0 0
1447197473 17549 507 53 0 583 0 0
1447197478 17549 507 53 0 583 0 0
1447197966 17583 507 53 0 583 0 0
1447198614 17589 507 53 0 583 0 0
1447198641 17589 507 53 0 583 0 0
1447198917 17589 521 53 0 583 0 0
1447199032 17589 521 53 0 583 0 0
1447199956 17589 521 53 0 583 0 0
1447200668 17597 521 53 0 583 0 0
1447200698 17597 521 53 0 583 0 0
1447204465 17758 521 53 0 583 0 0
1447204510 17758 521 53 0 583 0 0
1447206160 17758 521 53 149 583 0 0
1447206411 17801 521 53 149 583 0 0
1447206455 17801 521 53 149 583 0 0
1447207495 17801 621 53 149 583 0 0
1447207506 17801 621 53 149 583 0 0
1447208556 17801 636 53 149 583 0 0
1447208776 17817 636 53 149 583 0 0
1447210842 17817 674 53 149 583 0 0
1447217882 17883 674 53 149 583 0 0
1447217961 17883 674 53 149 583 0 0
1447219271 17883 737 53 149 583 0 0
1447219277 17883 737 53 149 583 0 0
1447225829 17954 737 53 149 583 0 0
1447225866 17954 737 53 149 583 0 0
1447234328 18163 737 53 149 583 0 0
1447234404 18163 737 53 149 583 0 0
1447236757 18197 737 53 149 583 0 0
1447236782 18197 737 53 149 583 0 0
1447261536 18197 766 53 149 583 0 0
1447280571 18197 807 53 149 583 0 0
1447343580 18197 807 53 149 743 0 0
1447344470 18197 833 53 149 743 0 0
1447345393 18197 857 53 149 743 0 0
1447353097 18197 857 53 149 743 0 0
1447353639 18197 883 53 149 743 0 0
1447354414 18197 883 53 149 752 0 0
1447354692 18197 883 53 149 752 0 0
1447808388 18310 883 53 149 752 0 0
1447814604 18331 883 53 149 752 0 0
1447817570 18470 883 53 149 752 0 0
1447818343 18474 883 53 149 752 0 0
1447824507 18475 883 53 149 752 0 0
1447824586 18475 883 53 149 752 0 0
1448551454 18475 883 53 274 752 0 0
1448604604 18661 883 53 274 752 0 0
1448609284 18696 883 53 274 752 0 0
1448657187 18706 883 53 274 752 0 0
1448688678 18985 883 53 274 752 0 0
1448691531 19038 883 53 274 752 0 0
1448718269 19210 883 53 274 752 0 0
1448718777 19212 883 53 274 752 0 0
1448718844 19212 883 53 274 752 0 0
1448749964 19310 883 53 274 752 0 0
1448752141 19310 901 53 274 752 0 0
1448772547 19336 901 53 274 752 0 0
1448772612 19336 901 53 274 752 0 0
1448774162 19342 901 53 274 752 0 0
1448774178 19342 901 53 274 752 0 0
1448774260 19342 901 53 274 752 0 0
1448993865 19425 901 53 274 752 0 0
1448993920 19425 901 53 274 752 0 0
1449006909 19425 997 53 274 752 0 0
1449109030 19425 997 53 339 752 0 0
1449174346 19425 997 53 593 752 0 0
1449192282 19425 1162 53 593 752 0 0
1449193935 19425 1182 53 593 752 0 0
1449196513 19425 1205 53 593 752 0 0
1449197074 19425 1205 53 599 752 0 0
1449197192 19425 1205 53 599 752 0 0
1449801917 19425 1205 53 599 752 0 709
