1445300745 1506 0
1445462056 1506 2
1445462138 1506 3
1445462343 1506 4
1445466147 1507 4
1446440045 1507 4
1446440084 1507 4
1446525839 1718 4
1446529235 1811 4
1446529385 1811 4
1446596114 1948 4
1446596346 1960 4
1446596501 1960 4
1446853023 2018 4
1446853088 2018 4
1446959904 2018 175
1446959949 2018 185
1446960110 2018 206
1446960121 2018 212
1446960172 2018 215
1446960580 2018 215
1447024286 2018 294
1447047754 2018 347
1447047779 2018 356
1447047815 2018 504
1447047839 2018 506
1447047860 2018 537
1447047889 2018 541
1447047900 2018 546
1447143072 2018 550
1447143158 2018 705
1447143201 2018 734
1447143224 2018 738
1447143242 2018 740
1447203498 2018 745
1447203522 2018 746
1447203540 2018 749
1447212842 2608 749
1447213109 2608 749
1447213470 2609 749
1447213528 2609 749
1447359972 2609 795
1447734812 2919 795
1447734933 2919 795
1447744492 3184 795
1447744574 3184 795
1448067106 3269 795
1448069659 3376 795
1448077517 3454 795
1448077618 3454 795
1448127123 3502 795
1448127222 3502 795
1448133117 3516 795
1448133195 3516 795
1448135435 3532 795
1448135572 3532 795
1448283519 3770 795
1448283582 3770 795
1448660367 3770 875
1448660388 3770 881
1448660494 3770 985
1448660517 3770 1279
1448660537 3770 1285
1448662311 3770 3643
1448670316 3995 3643
1448670606 3995 3643
1448682668 4128 3643
1448682756 4128 3643
1448686509 4262 3643
1448686624 4262 3643
1448691571 4402 3643
1448691660 4402 3643
1448698415 4402 3652
1448698517 4402 3835
1448698772 4402 3850
1448698806 4402 3852
1448745905 4411 3852
1448762506 4411 3852
1448762542 4411 3852
1448762563 4411 3878
1448762594 4411 3882
1448762740 4411 3897
1448762792 4411 3913
1448762848 4411 3995
1448766090 4411 3995
1448836911 4411 3996
1448836930 4411 3996
1448836962 4411 4043
1448836993 4411 4053
1448837027 4411 4054
1448852139 4411 4054
1448852165 4411 4055
1448852260 4411 4073
1448852385 4411 4078
1448852526 4411 4082
1449002877 4643 4082
1449002986 4643 4082
1449025703 4756 4082
1449025806 4756 4082
1449028479 4757 4082
1449028554 4757 4082
1449100754 4765 4082
1449100942 4765 4082
1449103675 4778 4082
1449979380 4778 4234
1449979413 4778 4234
1449979539 4778 4236
1450057573 4778 4250
1450057905 4778 4360
1450073441 4778 4387
1450073633 4778 4394
1450077084 4778 4411
1450236229 5442 4411
1450236331 5442 4411
1450241557 5451 4411
1450243120 5490 4411
1450322383 5490 4420
1450324053 5490 4515
1450345291 5490 4532
1450345408 5490 4588
1450345457 5490 4591
1450408944 5509 4591
1450415256 5570 4591
1450415361 5570 4591
1450416925 5578 4591
1450497550 5684 4591
1450497627 5684 4591
1450499688 5693 4591
1450499743 5693 4591
1450503573 5726 4591
1450503686 5726 4591
1450509096 5733 4591
1450536449 5760 4591
1450540083 5777 4591
