1446569566 1 0 0
1446574910 2 0 0
1446575452 3 0 0
1446576386 4 0 0
1446606940 5 0 0
1446608259 6 0 0
1446618853 7 0 0
1446660219 8 0 0
1446909967 9 0 0
1446931650 9 0 1
1446931720 10 0 1
1446932663 11 0 1
1446935551 12 0 1
1446935630 12 1 1
1446935668 12 2 1
1446937906 13 2 1
1446938039 14 2 1
1446948470 15 2 1
1446948759 16 2 1
1446949034 17 2 1
1446951592 18 2 1
1447041739 18 3 1
1447043528 18 4 1
1447045072 18 5 1
1447048883 18 6 1
1447124230 18 6 2
1447149837 18 7 2
1447150898 18 8 2
1447174030 19 8 2
1447179156 20 8 2
1447203890 20 8 3
1447210422 20 8 4
1447211005 20 8 5
1447220785 20 9 5
1447236705 21 9 5
1447281384 21 9 6
1447282757 21 9 7
1447284233 22 9 7
1447284597 23 9 7
1447284825 23 9 8
1447285325 23 9 9
1447285554 23 9 10
1447295960 24 9 10
1447298200 24 10 10
1447346857 24 11 10
1448937606 24 12 10
1448979717 25 12 10
1449007623 26 12 10
1449009278 27 12 10
1449009702 28 12 10
1449025180 28 12 11
