1447094453 1 0 0 0
1447096971 2 0 0 0
1447104190 3 0 0 0
1447106302 4 0 0 0
1447106483 4 0 0 1
1447107593 5 0 0 1
1447109678 5 1 0 1
1447114922 5 2 0 1
1447115138 5 3 0 1
1447115192 6 3 0 1
1447115231 7 3 0 1
1447264302 8 3 0 1
1447270879 9 3 0 1
1447272294 10 3 0 1
1447272335 10 4 0 1
1447272355 10 5 0 1
1447277482 10 6 0 1
1447278508 10 7 0 1
1447278788 10 8 0 1
1447278976 11 8 0 1
1447278981 12 8 0 1
1447286586 12 9 0 1
1447287355 13 9 0 1
1447287358 14 9 0 1
1447293848 15 9 0 1
1447351795 15 9 0 2
1447354980 16 9 0 2
1447355697 17 9 0 2
1447355922 18 9 0 2
1447362023 19 9 0 2
1447370080 19 10 0 2
1447370099 19 11 0 2
1447533468 19 11 0 3
1447533591 19 12 0 3
1447533623 19 13 0 3
1447536904 19 14 0 3
1447536982 19 15 0 3
1447538555 20 15 0 3
1447538622 21 15 0 3
1447539746 21 15 1 3
1447539963 21 16 1 3
1447539980 21 17 1 3
1447541698 21 17 1 4
1447542012 22 17 1 4
1447542015 23 17 1 4
1447542712 23 18 1 4
1447542725 23 19 1 4
1447542787 24 19 1 4
1447542790 25 19 1 4
1447543147 26 19 1 4
1447543179 26 19 1 5
1447543237 26 20 1 5
1447543247 26 21 1 5
1447543486 26 22 1 5
1447543675 26 23 1 5
1447545130 26 24 1 5
1447545164 26 25 1 5
1447545512 26 25 2 5
1447545541 26 25 3 5
1447546259 26 25 4 5
1447546714 26 26 4 5
1447546722 26 27 4 5
1447547113 27 27 4 5
1447547197 27 28 4 5
1447547327 28 28 4 5
1447547400 28 29 4 5
1447553034 29 29 4 5
1447555218 30 29 4 5
1447614328 31 29 4 5
1447619658 32 29 4 5
1447620419 33 29 4 5
1447692568 34 29 4 5
1447699581 34 29 5 5
1447699620 35 29 5 5
1447699624 35 29 6 5
1447699646 35 29 7 5
1447701652 36 29 7 5
1447703742 36 30 7 5
1447703769 36 31 7 5
1447704849 36 32 7 5
1448912279 36 33 7 5
1448912398 37 33 7 5
1448912402 38 33 7 5
1448914601 38 34 7 5
1448916040 38 35 7 5
1448918692 38 35 8 5
1448923456 38 35 9 5
1448925210 38 35 10 5
1448925265 39 35 10 5
1448925376 40 35 10 5
1448929904 41 35 10 5
1448931621 41 36 10 5
1448931631 41 37 10 5
1448944857 41 37 10 6
1448955166 41 37 10 7
1448964899 41 37 11 7
1448965419 41 37 12 7
1449000192 41 37 12 8
1449007734 42 37 12 8
1449007740 43 37 12 8
1449019207 43 37 12 9
1449019236 43 37 12 10
1449019418 44 37 12 10
1449019627 45 37 12 10
1449021016 45 37 12 11
1449025271 45 37 12 12
1449027126 46 37 12 12
1449027187 47 37 12 12
1449027616 48 37 12 12
1449030599 48 37 12 13
1449030621 48 37 12 14
1449033407 49 37 12 14
1449078234 49 38 12 14
1449081024 50 38 12 14
1449081031 51 38 12 14
1449083750 52 38 12 14
1449083773 53 38 12 14
1449083889 53 38 13 14
1449083972 53 39 13 14
1449084713 53 40 13 14
1449084776 53 41 13 14
1449084870 53 42 13 14
1449085027 53 43 13 14
1449085223 54 43 13 14
1449085228 55 43 13 14
1449085353 55 43 13 15
1449085837 55 44 13 15
1449086051 55 45 13 15
1449087762 55 45 13 16
1449088285 55 45 14 16
1449091328 55 45 15 16
1450209267 55 46 15 16
1450209345 55 47 15 16
1450209393 56 47 15 16
1450209399 57 47 15 16
1450210420 58 47 15 16
1450213110 58 48 15 16
1450213140 58 49 15 16
1450218166 58 50 15 16
1450219135 58 51 15 16
1450220013 59 51 15 16
1450221827 60 51 15 16
1450226975 61 51 15 16
1450227448 62 51 15 16
1450227873 63 51 15 16
1450229025 63 52 15 16
1450229045 64 52 15 16
1450229048 65 52 15 16
1450229537 65 53 15 16
1450230092 65 54 15 16
1450233592 66 54 15 16
1450233600 67 54 15 16
1450235050 67 55 15 16
1450235052 68 55 15 16
1450235110 69 55 15 16
1450237077 69 56 15 16
1450237103 69 57 15 16
1450243235 70 57 15 16
1450243244 71 57 15 16
1450290085 72 57 15 16
1450294618 73 57 15 16
1450299880 74 57 15 16
1450300237 74 57 15 17
1450300585 75 57 15 17
1450300590 76 57 15 17
1450301249 76 57 16 17
1450301362 76 57 17 17
1450302442 76 57 18 17
1450307741 77 57 18 17
