1445534091 1 0 0 0
1445535215 1 0 1 0
1445535755 2 0 1 0
1445535828 2 0 2 0
1445537037 2 0 3 0
1445958839 3 0 3 0
1446135042 4 0 3 0
1447307839 5 0 3 0
1447308178 6 0 3 0
1447390896 6 0 3 1
1447392046 6 1 3 1
1447392223 6 2 3 1
1447392458 6 3 3 1
1447428078 6 4 3 1
1449014356 7 4 3 1
1449015539 8 4 3 1
1449017111 9 4 3 1
1449038816 10 4 3 1
1449039080 11 4 3 1
1449133978 12 4 3 1
1449166277 13 4 3 1
1449168327 14 4 3 1
1449200077 15 4 3 1
1449768541 16 4 3 1
1449774443 17 4 3 1
1450197721 18 4 3 1
1450240657 19 4 3 1
