1447010603 233 0 0 0 0
1447015511 24916 0 0 0 0
1447017613 24918 0 0 0 0
1447017637 24919 0 0 0 0
1447017681 24921 0 0 0 0
1447017716 24950 0 0 0 0
1447022552 25136 0 0 0 0
1447115517 25136 140 0 0 0
1447115599 25136 215 0 0 0
1447186910 25136 263 0 0 0
1447199581 25136 469 0 0 0
1447205938 25286 469 0 0 0
1447206158 25430 469 0 0 0
1447213195 25430 471 0 0 0
1447213438 25430 471 124 0 0
1447213473 25430 471 124 0 0
1447296921 25447 471 124 0 0
1447297429 25451 471 124 0 0
1447298083 25476 471 124 0 0
1447298148 25477 471 124 0 0
1447298196 25478 471 124 0 0
1447298381 25479 471 124 0 0
1447298530 25480 471 124 0 0
1447298646 25485 471 124 0 0
1447298792 25486 471 124 0 0
1447299407 25550 471 124 0 0
1447299606 25551 471 124 0 0
1447299693 25553 471 124 0 0
1447300565 25578 471 124 0 0
1447300632 25579 471 124 0 0
1447300726 25580 471 124 0 0
1447302592 25588 471 124 0 0
1447302788 25589 471 124 0 0
1447304693 25613 471 124 0 0
1447306437 25613 471 156 0 0
1447306471 25613 471 156 0 0
1447307685 25613 471 171 0 0
1447308309 25616 471 171 0 0
1448234601 25619 471 171 0 0
1448933080 34992 471 171 0 0
1448940441 35224 471 171 0 0
1448990990 35224 471 229 0 0
1448994955 35224 471 261 0 0
1449079482 35474 471 261 0 0
1449080040 35482 471 261 0 0
1449081184 35482 471 263 0 0
1449081479 35483 471 263 0 0
1449116408 35483 471 263 0 5
1449164045 35483 471 263 295 5
1449164476 35483 471 263 295 5
1449164589 35483 471 263 296 5
1449175612 35483 480 263 296 5
1449177399 35483 481 263 296 5
1449178749 35483 481 263 344 5
1449184036 35483 492 263 344 5
