1445394640 0 814 0 0 0 0
1445395781 0 814 0 1 0 0
1445395945 0 814 0 2 0 0
1445396019 0 815 0 2 0 0
1445397075 0 815 0 2 0 0
1446933826 38 815 0 2 0 0
1446935053 108 815 0 2 0 0
1446935772 145 815 0 2 0 0
1446936148 188 815 0 2 0 0
1446936368 225 815 0 2 0 0
1446938549 225 815 0 2 0 0
1446938776 225 815 0 2 0 27
1446941212 225 815 0 2 0 65
1446941268 225 815 0 2 0 102
1446941275 225 815 0 2 0 102
1447013475 225 815 0 2 0 102
1447023291 320 815 0 2 0 102
1447116927 481 815 0 2 0 102
1447118323 509 815 0 2 0 102
1447169911 555 815 0 2 0 102
1447214856 579 815 0 2 0 102
1447541561 749 815 0 2 0 102
1447543770 749 815 0 13 0 102
1447544957 749 845 0 13 0 102
1447553077 749 845 0 42 0 102
1447553807 880 845 0 42 0 102
1447553896 880 845 0 42 0 102
1447555955 902 845 0 42 0 102
1447558245 965 845 0 42 0 102
1447559249 991 845 0 42 0 102
1447564467 991 845 0 10193 0 102
1447566535 1032 845 0 10193 0 102
1447566803 1032 845 0 10193 0 102
1447721485 1032 845 0 10296 0 102
1447724464 1077 845 0 10296 0 102
1447725885 1113 845 0 10296 0 102
1447726995 1113 845 0 10406 0 102
1447727038 1113 845 0 10406 0 102
1447727566 1134 845 0 10406 0 102
1447727575 1134 845 0 10406 0 102
1447729012 1153 845 0 10406 0 102
1447730101 1188 845 0 10406 0 102
1447731398 1199 845 0 10406 0 102
1447732139 1201 845 0 10406 0 102
1447740654 1201 845 0 10581 0 102
1447773672 1286 845 0 10581 0 102
1447785863 1286 845 0 10631 0 102
1447795047 1286 863 0 10631 0 102
1447795482 1286 863 0 10680 0 102
1447795638 1286 863 0 10680 0 102
1447796798 1286 863 0 10680 0 113
1447797437 1286 863 0 10752 0 113
1447797454 1286 863 0 10752 0 113
1447798250 1286 863 0 10775 0 113
1447798935 1286 864 0 10775 0 113
1448821695 1536 864 0 10775 0 113
1448821709 1536 864 0 10775 0 113
1448831577 1536 883 0 10775 0 113
1448831755 1570 883 0 10775 0 113
1448831842 1570 883 0 10775 0 113
1448832103 1576 883 0 10775 0 113
1448836029 1592 883 0 10775 0 113
1448837390 1592 883 0 10775 44 113
1448837436 1592 883 0 10775 44 113
1448838000 1608 883 0 10775 44 113
1448840002 1608 883 0 10775 44 113
1448841733 1608 913 0 10775 44 113
1448841758 1608 913 0 10775 44 113
1449017798 1608 913 70 10775 44 113
1449018100 1608 913 70 10775 44 113
1449023630 1610 913 70 10775 44 113
1449024230 1618 913 70 10775 44 113
1449024418 1621 913 70 10775 44 113
1449025711 1671 913 70 10775 44 113
1449027305 1686 913 70 10775 44 113
1449036713 1686 913 114 10775 44 113
1449038443 1686 952 114 10775 44 113
1449038453 1686 952 114 10775 44 113
1449038506 1757 952 114 10775 44 113
1449038576 1757 952 172 10775 44 113
1449038590 1757 952 172 10775 44 113
1449038594 1757 952 172 10775 44 113
1449038847 1766 952 172 10775 44 113
1449103709 1766 952 221 10775 44 113
1449103721 1766 952 221 10775 44 113
1449107883 1766 952 232 10775 44 113
1449108423 1771 952 232 10775 44 113
1449109934 1771 1268 232 10775 44 113
1449109944 1771 1268 232 10775 44 113
1449114283 1771 1268 293 10775 44 113
1449114292 1771 1268 293 10775 44 113
1449115618 1826 1268 293 10775 44 113
1449115631 1826 1268 293 10775 44 113
1449118385 1828 1268 293 10775 44 113
1449121669 1828 1268 437 10775 44 113
1449121680 1828 1268 437 10775 44 113
1449125264 1828 1268 438 10775 44 113
1449125397 1843 1268 438 10775 44 113
1449125407 1843 1268 438 10775 44 113
1449125409 1843 1268 438 10775 211 113
1449125593 1844 1268 438 10775 211 113
1449125824 1844 1268 438 10775 211 113
1449125836 1844 1268 438 10775 211 113
1449126944 1983 1268 438 10775 211 113
1449126954 1983 1268 438 10775 211 113
1449128875 2013 1268 438 10775 211 113
1449129660 2025 1268 438 10775 211 113
1449130188 2025 1268 438 10775 211 113
1449131112 2025 1270 438 10775 211 113
1449131149 2025 1270 438 10775 211 113
1449183374 2025 1270 480 10775 211 113
1449183388 2025 1270 480 10775 211 113
1449187530 2025 1270 482 10775 211 113
1449188102 2025 1350 482 10775 211 113
1449188186 2025 1350 482 10775 211 113
1449199867 2025 1447 482 10775 211 113
1450403149 2095 1447 482 10775 211 113
1450403158 2095 1447 482 10775 211 113
1450404163 2121 1447 482 10775 211 113
1450485927 2175 1447 482 10775 211 113
1450490485 2183 1447 482 10775 211 113
1450490590 2183 1447 482 10775 397 113
1450490598 2183 1447 482 10775 397 113
1450491543 2186 1447 482 10775 397 113
1450491553 2186 1447 482 10775 397 113
1450491594 2186 1447 482 10775 403 113
1450492742 2186 1447 487 10775 403 113
1450492947 2186 1447 487 10775 403 113
1450494752 2186 1447 494 10775 403 113
1450495920 2186 1447 505 10775 403 113
1450496819 2188 1447 505 10775 403 113
1450497097 2188 1466 505 10775 403 113
1450497677 2188 1466 505 10775 403 113
1450497855 2188 1466 505 10775 403 113
1450498145 2198 1466 505 10775 403 113
1450498320 2199 1466 505 10775 403 113
1450498509 2200 1466 505 10775 403 113
1450498576 2201 1466 505 10775 403 113
1450504679 2201 1474 505 10775 403 113
1450505749 2209 1474 505 10775 403 113
1450505801 2209 1474 505 10775 403 113
1450506254 2209 1476 505 10775 403 113
1450557893 2209 1492 505 10775 403 113
