1445394640 0 1 0 0 0 0
1445395781 0 1 0 1 0 0
1445395945 0 1 0 2 0 0
1445396019 0 2 0 2 0 0
1445397075 0 3 0 2 0 0
1446933826 1 3 0 2 0 0
1446935053 2 3 0 2 0 0
1446935772 3 3 0 2 0 0
1446936148 4 3 0 2 0 0
1446936368 5 3 0 2 0 0
1446938549 6 3 0 2 0 0
1446938776 6 3 0 2 0 1
1446941212 6 3 0 2 0 2
1446941268 6 3 0 2 0 3
1446941275 6 3 0 2 0 4
1447013475 7 3 0 2 0 4
1447023291 8 3 0 2 0 4
1447116927 9 3 0 2 0 4
1447118323 10 3 0 2 0 4
1447169911 11 3 0 2 0 4
1447214856 12 3 0 2 0 4
1447541561 13 3 0 2 0 4
1447543770 13 3 0 3 0 4
1447544957 13 4 0 3 0 4
1447553077 13 4 0 4 0 4
1447553807 14 4 0 4 0 4
1447553896 15 4 0 4 0 4
1447555955 16 4 0 4 0 4
1447558245 17 4 0 4 0 4
1447559249 18 4 0 4 0 4
1447564467 18 4 0 5 0 4
1447566535 19 4 0 5 0 4
1447566803 20 4 0 5 0 4
1447721485 20 4 0 6 0 4
1447724464 21 4 0 6 0 4
1447725885 22 4 0 6 0 4
1447726995 22 4 0 7 0 4
1447727038 22 4 0 8 0 4
1447727566 23 4 0 8 0 4
1447727575 24 4 0 8 0 4
1447729012 25 4 0 8 0 4
1447730101 26 4 0 8 0 4
1447731398 27 4 0 8 0 4
1447732139 28 4 0 8 0 4
1447740654 28 4 0 9 0 4
1447773672 29 4 0 9 0 4
1447785863 29 4 0 10 0 4
1447795047 29 5 0 10 0 4
1447795482 29 5 0 11 0 4
1447795638 29 5 0 12 0 4
1447796798 29 5 0 12 0 5
1447797437 29 5 0 13 0 5
1447797454 29 5 0 14 0 5
1447798250 29 5 0 15 0 5
1447798935 29 6 0 15 0 5
1448821695 30 6 0 15 0 5
1448821709 31 6 0 15 0 5
1448831577 31 7 0 15 0 5
1448831755 32 7 0 15 0 5
1448831842 33 7 0 15 0 5
1448832103 34 7 0 15 0 5
1448836029 35 7 0 15 0 5
1448837390 35 7 0 15 1 5
1448837436 35 7 0 15 2 5
1448838000 36 7 0 15 2 5
1448840002 37 7 0 15 2 5
1448841733 37 8 0 15 2 5
1448841758 37 9 0 15 2 5
1449017798 37 9 1 15 2 5
1449018100 37 9 2 15 2 5
1449023630 38 9 2 15 2 5
1449024230 39 9 2 15 2 5
1449024418 40 9 2 15 2 5
1449025711 41 9 2 15 2 5
1449027305 42 9 2 15 2 5
1449036713 42 9 3 15 2 5
1449038443 42 10 3 15 2 5
1449038453 42 11 3 15 2 5
1449038506 43 11 3 15 2 5
1449038576 43 11 4 15 2 5
1449038590 43 11 5 15 2 5
1449038594 44 11 5 15 2 5
1449038847 45 11 5 15 2 5
1449103709 45 11 6 15 2 5
1449103721 45 11 7 15 2 5
1449107883 45 11 8 15 2 5
1449108423 46 11 8 15 2 5
1449109934 46 12 8 15 2 5
1449109944 46 13 8 15 2 5
1449114283 46 13 9 15 2 5
1449114292 46 13 10 15 2 5
1449115618 47 13 10 15 2 5
1449115631 48 13 10 15 2 5
1449118385 49 13 10 15 2 5
1449121669 49 13 11 15 2 5
1449121680 49 13 12 15 2 5
1449125264 49 13 13 15 2 5
1449125397 50 13 13 15 2 5
1449125407 51 13 13 15 2 5
1449125409 51 13 13 15 3 5
1449125593 52 13 13 15 3 5
1449125824 52 13 13 15 4 5
1449125836 52 13 13 15 5 5
1449126944 53 13 13 15 5 5
1449126954 54 13 13 15 5 5
1449128875 55 13 13 15 5 5
1449129660 56 13 13 15 5 5
1449130188 57 13 13 15 5 5
1449131112 57 14 13 15 5 5
1449131149 57 15 13 15 5 5
1449183374 57 15 14 15 5 5
1449183388 57 15 15 15 5 5
1449187530 57 15 16 15 5 5
1449188102 57 16 16 15 5 5
1449188186 57 17 16 15 5 5
1449199867 57 18 16 15 5 5
1450403149 58 18 16 15 5 5
1450403158 59 18 16 15 5 5
1450404163 60 18 16 15 5 5
1450485927 61 18 16 15 5 5
1450490485 62 18 16 15 5 5
1450490590 62 18 16 15 6 5
1450490598 62 18 16 15 7 5
1450491543 63 18 16 15 7 5
1450491553 64 18 16 15 7 5
1450491594 64 18 16 15 8 5
1450492742 64 18 17 15 8 5
1450492947 64 18 18 15 8 5
1450494752 64 18 19 15 8 5
1450495920 64 18 20 15 8 5
1450496819 65 18 20 15 8 5
1450497097 65 19 20 15 8 5
1450497677 65 20 20 15 8 5
1450497855 66 20 20 15 8 5
1450498145 67 20 20 15 8 5
1450498320 68 20 20 15 8 5
1450498509 69 20 20 15 8 5
1450498576 70 20 20 15 8 5
1450504679 70 21 20 15 8 5
